Arad;29039467;SCOALA GIMNAZIALA SECUSIGIU;Comuna Secusigiu;Arad, Comuna Secusigiu, STRADA PRINCIPALA, Numar 334, Bloc/Scara , Sector , Cod postal 317285;3519577;COMUNA SECUSIGIU;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29039998;SCOALA GIMNAZIALA BIRZAVA;Comuna Barzava;Arad, Comuna Barzava, STRADA STRADA, Numar 152, Bloc/Scara , Sector , Cod postal 317030;3519135;COMUNA BIRZAVA;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29041785;SCOALA GIMNAZIALA SABIN MANUILASAMBATENI;Comuna Paulis;Arad, Comuna Paulis, Sat SAT SAMBATENI, Numar 26 A, Bloc/Scara , Sector , Cod postal 317230;3520245;COMUNA PAULIS;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29041904;SCOALA GIMNAZIALA IUSTIN MARSIEU SOCODOR;Comuna Socodor;Arad, Comuna Socodor,  , Numar 332, Bloc/Scara , Sector , Cod postal 317305;13729380;MINISTERUL EDUCATIEI NATIONALE;3519330;COMUNA SOCODOR
Arad;29044307;SCOALA GIMNAZIALA MORA FERENC ZIMANDU NOU;Comuna Zimandul Nou;Arad, Comuna Zimandul Nou, STRADA , Numar 338, Bloc/Scara , Sector , Cod postal 317425;13729380;MINISTERUL EDUCATIEI NATIONALE;3519623;COMUNA ZIMANDU NOU
Arad;29045914;SCOALA GIMNAZIALA ALEXANDRU MOCIONI;Comuna Birchis;Arad, Comuna Birchis,  , Numar 140, Bloc/Scara , Sector , Cod postal 317050;13729380;MINISTERUL EDUCATIEI NATIONALE;3519127;COMUNA BIRCHIS
Arad;29046472;SCOALA GIMNAZIALA ZADARENI;Comuna Zadareni;Arad, Comuna Zadareni, STRADA PRINCIPALA, Numar 121, Bloc/Scara , Sector , Cod postal 317130;16343200;COMUNEI ZADARENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29046995;SCOALA GIMNAZIALA CHISINDIA;Comuna Chisindia;Arad, Comuna Chisindia, STRADA STRADA PRINCIPALA, Numar 89, Bloc/Scara , Sector , Cod postal 317080;3519011;COMUNA CHISINDIA;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047010;SCOALA GIMNAZIALA CORNELIU MICLOSI COVASINT;Comuna Covasint;Arad, Comuna Covasint, STRADA PRINCIPALA, Numar 320, Bloc/Scara , Sector , Cod postal 317090;3520253;COMUNA COVASINT;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047036;SCOALA GIMNAZIALA VARFURILE;Comuna Varfurile;Arad, Comuna Varfurile, STRADA PRIMARIEI, Numar 76, Bloc/Scara , Sector , Cod postal 317390;3520334;COMUNA VIRFURILE;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047079;SCOALA GIMNAZIALA SIMONYI IMRE SATU-NOU;Comuna Misca;Arad, Comuna Misca, Sat Satu-Nou, Numar 231, Bloc/Scara , Sector , Cod postal 317216;13729380;MINISTERUL EDUCATIEI NATIONALE;3519305;COMUNA MISCA
Arad;29047346;SCOALA GIMNAZIALA HALMAGEL;Comuna Halmagel;Arad, Comuna Halmagel,  , Numar 4 B, Bloc/Scara , Sector , Cod postal 317180;3520318;COMUNA HALMAGEL;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047370;SCOALA GIMNAZIALA GHEORGHE GROZA MONEASA;Comuna Moneasa;Arad, Comuna Moneasa, STRADA STRADA PRINCIPALA, Numar 249, Bloc/Scara , Sector , Cod postal 318220;3520164;COMUNA MONEASA;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047389;SCOALA GIMNAZIALA DR. IOAN DANICICO SEMLAC;Comuna Semlac;Arad, Comuna Semlac, STRADA STRADA, Numar 648, Bloc/Scara , Sector , Cod postal 317295;3518830;COMUNA SEMLAC;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047397;SCOALA GIMNAZIALA CARAND;Comuna Carand;Arad, Comuna Carand,  , Numar 160 A, Bloc/Scara , Sector , Cod postal 317070;3519003;COMUNA CARAND;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047621;SCOALA GIMNAZIALA IACOBINI;Comuna Brazii;Arad, Comuna Brazii,  , Numar 112A, Bloc/Scara , Sector , Cod postal 317062;3520288;COMUNA BRAZII;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047656;SCOALA GIMNAZIALA BUTENI;Comuna Buteni;Arad, Comuna Buteni, Sat BUTENI, Numar 5, Bloc/Scara , Sector , Cod postal 317065;3518997;COMUNA BELIU;13729380;Ministerul Educatiei Nationale
Arad;29047672;SCOALA GIMNAZIALA DEZNA;Comuna Dezna;Arad, Comuna Dezna, BULEVARD AVRAM IANCU, Numar 64, Bloc/Scara , Sector , Cod postal 317110;3520148;COMUNA DEZNA;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29047710;SCOALA GIMNAZIALA BARSA;Comuna Barsa;Arad, Comuna Barsa, Sat Barsa, Numar 197, Bloc/Scara , Sector , Cod postal 317025;3518989;Comuna Barsa;13729380;Ministerul Educatiei Nationale
Arad;29047737;SCOALA GIMNAZIALA PEREGU MARE;Comuna Peregu Mare;Arad, Comuna Peregu Mare, STRADA PEREGU MARE, Numar 234, Bloc/Scara , Sector , Cod postal 317240;13729380;MINISTERUL EDUCATIEI NATIONALE;3519569;COMUNA PEREGU MARE
Arad;29047745;SCOALA GIMNAZIALA TAUT;Comuna Taut;Arad, Comuna Taut,  , Numar 144, Bloc/Scara , Sector , Cod postal 317355;3518881;COMUNA TAUT;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29049800;SCOALA GIMNAZIALA LAZAR TAMPA ALMAS;Comuna Almas;Arad, Comuna Almas,  , Numar 190-191, Bloc/Scara , Sector , Cod postal 317005;3520270;COMUNA ALMAS;13729380;MINISTERUL EDUCATIEI NATIONALE
Arad;29049819;SCOALA GIMNAZIALA DIECI;Comuna Dieci;Arad, Comuna Dieci,  , Numar 139A, Bloc/Scara , Sector , Cod postal 317115;3520342;COMUNA DIECI;13729380;MINISTERUL EDUCATIEI NATIONALE
